id,movie_id,actor_id
872,8,789
873,8,3902
874,8,2180
875,8,10391
876,8,8736
877,8,8836
878,8,16059
879,8,9810
880,8,4082
881,8,12580
882,8,14916
883,8,443
884,8,12817
885,8,6121
886,8,8548
887,8,9509
888,8,2800
889,8,13112
890,8,1861
891,8,13144
892,8,12807
893,8,8645
894,8,9916
895,8,5605
896,8,3742
897,8,13279
898,8,818
899,8,3748
900,9,281
901,9,11923
902,9,14346
903,9,14057
904,9,14349
905,9,1605
906,9,775
907,9,10641
908,9,16130
909,9,12086
910,9,10931
911,9,11069
912,9,2321
913,9,10500
914,9,6445
915,9,2746
916,9,9513
917,9,1864
918,9,6451
919,9,12607
920,9,14242
921,9,3879
922,9,6452
923,9,3019
924,9,2143
925,9,8110
926,9,10650
927,9,1932
928,9,6093
929,9,9855
930,9,3564
931,9,6400
932,9,4348
933,9,16124
934,9,9559
935,9,14109
936,9,2656
937,9,8270
938,9,14421
939,9,16469
940,9,2880
941,9,12309
942,9,4378
943,9,9386
944,9,8298
945,9,1383
946,9,12669
947,9,1625
948,9,8844
949,9,12550
950,9,9914
951,9,11964
952,9,15455
953,9,8795
954,9,5544
955,9,1495
956,9,5077
957,9,3174
958,9,10760
959,9,13655
960,9,15547
961,9,7127
962,9,8661
963,9,10093
964,9,1694
965,9,1352
966,9,7303
967,9,13343
968,9,14354
969,9,13936
970,9,8634
971,9,11961
972,9,12836
973,9,12957
974,9,14011
975,9,15173
976,9,12554
977,9,10224
978,9,14490
979,9,1833
980,9,14668
981,9,9054
982,9,16568
983,9,1361
984,9,10809
985,9,12741
986,9,16320
987,9,765
988,9,16534
989,9,8268
990,9,16748
991,9,15183
992,9,13015
993,9,3365
994,9,7999
995,9,9398
996,9,12590
997,9,5203
998,9,12913
999,9,15043
1000,9,15520
1001,9,14106
1002,9,7329
1003,9,5740
1004,9,285
1005,9,14020
1006,9,1459
1007,9,12601
1008,9,10587
1009,9,14536
1010,9,13253
1011,9,1871
1012,9,15528
1013,9,11702
1014,9,9862
1015,9,1059
1016,9,6962
1017,9,3607
1018,9,5722
1019,9,1660
1020,9,726
1021,9,3469
1022,9,15560
1023,9,11936
1024,9,2775
1025,9,14502
1026,9,2647
1027,9,8984
1028,9,14988
1029,9,9427
1030,9,5711
1031,9,15466
1032,9,16175
1033,9,2650
1034,9,3748
1035,9,12420
1036,9,14167
1037,9,2012
1038,9,11352
1039,9,736
1040,9,13070
1041,9,8989
1042,9,7668
1043,9,8797
1044,9,1600
1045,9,10969
1046,9,10328
1047,9,8157
1048,9,7014
1049,9,8444
1050,9,15545
1051,9,1856
1052,9,13596
1053,9,14036
1054,10,4339
1055,10,2874
1056,10,9597
1057,10,329
1058,10,10030
1059,10,12851
1060,10,4515
1061,10,2849
1062,10,7868
1063,10,9859
1064,10,981
1065,10,14195
1066,10,1411
1067,10,807
1068,10,982
1069,10,334
1070,10,251
1071,10,14454
1072,10,990
1073,10,9906
1074,10,10439
1075,10,13166
1076,10,2531
1077,10,4862
1078,10,13718
1079,10,14696
1080,10,8350
1081,10,4943
1082,10,617
1083,10,14272
1084,10,10026
1085,10,16438
1086,10,984
1087,10,3874
1088,10,1190
1089,10,15781
1090,10,5503
1091,10,306
1092,10,1147
1093,10,12570
1094,10,10038
1095,10,16071
1096,10,7530
1097,10,16246
1098,10,991
1099,10,11711
1100,10,13152
1101,10,992
1102,10,8596
1103,10,7531
1104,10,13713
1105,10,996
1106,10,1203
1107,10,4511
1108,10,8474
1109,10,4928
1110,10,459
1111,11,15642
1112,11,13071
1113,11,14066
1114,11,11047
1115,11,5999
1116,11,5367
1117,11,1724
1118,11,8105
1119,11,14085
1120,11,10367
1121,11,6519
1122,11,2716
1123,11,8180
1124,11,12562
1125,11,14725
1126,11,425
1127,11,9880
1128,11,1397
1129,11,4371
1130,11,5941
1131,11,15970
1132,11,2743
1133,11,5682
1134,11,9090
1135,11,4767
1136,11,4965
1137,11,13632
1138,11,13387
1139,11,7172
1140,11,12513
1141,11,14791
1142,11,1881
1143,11,4148
1144,11,3180
1145,11,2001
1146,11,3408
1147,11,9219
1148,11,791
1149,11,15562
1150,11,3634
1151,11,10522
1152,11,241
1153,11,7304
1154,11,1709
1155,11,3916
1156,11,9005
1157,11,11074
1158,11,5250
1159,11,11597
1160,11,10567
1161,11,9235
1162,11,156
1163,11,10791
1164,11,3292
1165,11,12457
1166,11,11327
1167,11,11122
1168,11,8162
1169,11,7369
1170,11,13888
1171,11,3208
1172,11,5257
1173,11,2134
1174,11,20
1175,11,11031
1176,11,15012
1177,11,1581
1178,11,11152
1179,11,4551
1180,11,14956
1181,11,2100
1182,11,14903
1183,11,1770
1184,11,14327
1185,11,8175
1186,11,6298
1187,11,6552
1188,11,7229
1189,11,13193
1190,11,3801
1191,11,9070
1192,11,11105
1193,11,5311
1194,11,15532
1195,11,16042
1196,11,4457
1197,11,12407
1198,11,16019
1199,11,3786
1200,11,7803
1201,11,15494
1202,11,10565
1203,11,566
1204,11,6656
1205,11,7717
1206,11,9523
1207,11,16248
1208,11,10784
1209,11,12530
1210,11,15389
1211,11,7810
1212,11,11938
1213,11,11677
1214,11,5923
1215,11,2561
1216,11,8505
1217,11,1753
1218,11,11148
1219,11,9638
1220,11,2400
1221,11,15558
1222,11,5918
1223,11,9895
1224,11,15323
1225,11,7716
1226,11,13380
1227,11,15594
1228,11,10561
1229,11,11731
1230,11,1483
1231,11,10317
1232,11,9041
1233,11,7558
1234,11,1079
1235,11,5701
1236,11,2872
1237,11,15910
1238,11,3788
1239,11,7917
1240,11,3336
1241,11,7570
1242,11,13943
1243,11,6904
1244,11,5445
1245,11,11078
1246,11,9607
1247,11,2740
1248,11,2037
1249,11,4417
1250,11,7298
1251,11,16697
1252,11,7974
1253,11,1711
1254,11,7415
1255,11,13882
1256,11,10094
1257,11,14512
1258,11,7581
1259,11,7952
1260,11,13481
1261,11,2948
1262,11,26
1263,11,15307
1264,11,8023
1265,11,719
1266,11,1326
1267,11,6798
1268,11,13262
1269,11,3326
1270,11,11166
1271,11,14560
1272,11,4431
1273,11,13750
1274,11,10476
1275,11,9300
1276,11,11191
1277,11,16507
1278,11,8128
1279,11,13402
1280,11,8186
1281,11,10676
1282,11,15980
1283,11,5425
1284,11,4523
1285,11,16742
1286,12,1983
1287,12,14346
1288,12,7861
1289,12,14057
1290,12,2321
1291,12,12086
1292,12,1605
1293,12,7303
1294,12,14092
1295,12,1794
1296,12,2132
1297,12,1441
1298,12,1997
1299,12,12168
1300,12,2746
1301,12,11706
1302,12,8022
1303,12,13405
1304,12,13634
1305,12,6451
1306,12,3879
1307,12,16130
1308,12,11422
1309,12,3019
1310,12,2009
1311,12,13551
1312,12,8110
1313,12,775
1314,12,12055
1315,12,13031
1316,12,9855
1317,12,8762
1318,12,14936
1319,12,6400
1320,12,3565
1321,12,4348
1322,12,16124
1323,12,9559
1324,12,12669
1325,12,1625
1326,12,8844
1327,12,14349
1328,12,15556
1329,12,8078
1330,12,12733
1331,12,13167
1332,12,5308
1333,12,5077
1334,12,3174
1335,12,1350
1336,12,8551
1337,12,5704
1338,12,6869
1339,12,7127
1340,12,8661
1341,12,12117
1342,12,2912
1343,12,4013
1344,12,1352
1345,12,13343
1346,12,520
1347,12,525
1348,12,14354
1349,12,13936
1350,12,2873
1351,12,2175
1352,12,4586
1353,12,13446
1354,12,13657
1355,12,8943
1356,12,15173
1357,12,1161
1358,12,10224
1359,12,14490
1360,12,8768
1361,12,1065
1362,12,4957
1363,12,10016
1364,12,5735
1365,12,2875
1366,12,442
1367,12,3198
1368,12,2810
1369,12,3449
1370,12,14668
1371,12,9054
1372,12,11076
1373,12,1361
1374,12,4967
1375,12,765
1376,12,16534
1377,12,8612
1378,12,8268
1379,12,11090
1380,12,9994
1381,12,3147
1382,12,9860
1383,12,12360
1384,12,7162
1385,12,3378
1386,12,9398
1387,12,12590
1388,12,5203
1389,12,12913
1390,12,1021
1391,12,14106
1392,12,13727
1393,12,13240
1394,12,14193
1395,12,14109
1396,12,5740
1397,12,3930
1398,12,6824
1399,12,11132
1400,12,285
1401,12,2141
1402,12,9389
1403,12,8298
1404,12,880
1405,12,1864
1406,12,4067
1407,12,8383
1408,12,1059
1409,12,3607
1410,12,6249
1411,12,4909
1412,12,12398
1413,12,6971
1414,12,1267
1415,12,16341
1416,12,11936
1417,12,533
1418,12,14502
1419,12,5204
1420,12,11423
1421,12,2157
1422,12,10814
1423,12,7448
1424,12,15816
1425,12,14167
1426,12,14508
1427,12,534
1428,12,3783
1429,12,13070
1430,12,8989
1431,12,10969
1432,12,14249
1433,12,10328
1434,12,13407
1435,12,5749
1436,12,8157
1437,12,12767
1438,12,8566
1439,12,15545
1440,12,5953
1441,12,8181
1442,12,8938
1443,12,13596
1444,13,4271
1445,13,1800
1446,13,10926
1447,13,16696
1448,13,13310
1449,13,3388
1450,13,5381
1451,13,4668
1452,13,2698
1453,13,6208
1454,13,15137
1455,13,12846
1456,13,2696
1457,13,15513
1458,13,4725
1459,13,3818
1460,13,1731
1461,13,2491
1462,13,13388
1463,13,3489
1464,13,6346
1465,13,7816
1466,13,4310
1467,13,4692
1468,13,13409
1469,13,9931
1470,13,15413
1471,13,16022
1472,13,7121
1473,13,12588
1474,13,2184
1475,13,15045
1476,13,15605
1477,13,10501
1478,13,10794
1479,13,8301
1480,13,1427
1481,13,9488
1482,13,12212
1483,13,15977
1484,13,12120
1485,13,3472
1486,13,12314
1487,13,2742
1488,13,664
1489,13,14291
1490,13,11197
1491,13,668
1492,13,4263
1493,13,9681
1494,13,16034
1495,13,10563
1496,13,11083
1497,13,11011
1498,13,7354
1499,13,5728
1500,13,10265
1501,13,10765
1502,13,15733
1503,13,12324
1504,13,15632
1505,13,8556
1506,13,4185
1507,13,12671
1508,13,1996
1509,13,15966
1510,13,3961
1511,13,12207
1512,13,7212
1513,13,1262
1514,13,7580
1515,13,14819
1516,13,1965
1517,13,13958
1518,13,9103
1519,13,11715
1520,13,15082
1521,13,15901
1522,13,9956
1523,13,6393
1524,13,6633
1525,13,2367
1526,13,8648
1527,13,16261
1528,13,10302
1529,13,5781
1530,13,14994
1531,13,359
1532,13,11228
1533,13,5868
1534,14,9683
1535,14,8364
1536,14,4412
1537,14,15643
1538,14,8991
1539,14,3826
1540,14,2801
1541,14,15618
1542,14,10456
1543,14,12521
1544,14,11036
1545,14,10048
1546,14,15188
1547,14,2811
1548,14,10173
1549,14,15271
1550,14,8187
1551,14,15611
1552,14,16651
1553,14,4128
1554,14,13950
1555,14,11421
1556,14,13881
1557,14,15522
1558,14,15220
1559,14,11842
1560,14,2962
1561,14,14700
1562,14,16196
1563,14,7284
1564,14,6210
1565,14,10502
1566,14,14583
1567,14,83
1568,14,6730
1569,14,9262
1570,14,792
1571,14,11682
1572,14,10276
1573,14,2191
1574,14,7546
1575,14,380
1576,14,11854
1577,14,12531
1578,14,11079
1579,14,4782
1580,14,729
1581,14,9847
1582,14,7195
1583,14,6689
1584,14,14524
1585,14,11014
1586,14,8963
1587,14,14074
1588,14,10652
1589,14,7907
1590,14,5756
1591,14,5220
1592,14,6890
1593,14,16644
1594,14,8580
1595,14,14472
1596,14,10321
1597,14,16704
1598,14,3202
1599,14,11674
1600,14,530
1601,14,714
1602,14,5843
1603,14,10370
1604,14,2436
1605,14,14438
1606,14,563
1607,14,11461
1608,14,14656
1609,14,9722
1610,14,8019
1611,14,7279
1612,14,16357
1613,14,1059
1614,14,5074
1615,14,14328
1616,14,13556
1617,14,11974
1618,14,2925
1619,14,157
1620,14,10790
1621,15,10508
1622,15,6024
1623,15,2285
1624,15,1615
1625,15,911
1626,15,3529
1627,15,12606
1628,15,9029
1629,15,5003
1630,15,340
1631,15,7431
1632,15,7992
1633,15,6741
1634,15,3734
1635,15,2885
1636,15,9009
1637,15,8557
1638,15,11200
1639,15,11051
1640,15,7936
1641,15,11390
1642,15,10514
1643,15,12043
1644,15,13629
1645,15,1988
1646,15,2750
1647,15,3681
1648,15,13266
1649,15,8072
1650,15,6447
1651,15,8107
1652,15,6726
1653,15,7472
1654,15,11962
1655,15,11979
1656,15,13014
1657,15,1957
1658,15,2081
1659,15,15762
1660,15,1690
1661,15,266
1662,15,4312
1663,15,13180
1664,15,14904
1665,15,2595
1666,15,10972
1667,15,7078
1668,15,10859
1669,15,15888
1670,15,523
1671,15,7896
1672,15,10489
1673,15,15768
1674,15,9699
1675,15,14631
1676,15,14549
1677,15,10609
1678,15,12558
1679,15,7572
1680,15,6440
1681,15,10474
1682,15,11316
1683,15,15629
1684,15,6023
1685,15,14885
1686,15,15046
1687,15,15636
1688,15,276
1689,15,10997
1690,15,12250
1691,15,9696
1692,15,924
1693,15,11759
1694,15,280
1695,15,16286
1696,15,9231
1697,15,11325
1698,15,15115
1699,15,2916
1700,15,12368
1701,15,7759
1702,15,6902
1703,15,1109
1704,15,12376
1705,15,11134
1706,15,6449
1707,15,10121
1708,15,12915
1709,15,14976
1710,15,2757
1711,15,8069
1712,15,15314
1713,15,12910
1714,15,2338
1715,15,15321
1716,15,2106
1717,15,11171
1718,15,2636
1719,15,12816
1720,15,11347
1721,15,15356
1722,15,4048
1723,15,12625
1724,15,3652
1725,15,12626
1726,15,15357
1727,15,4295
1728,15,13287
1729,15,2924
1730,15,15819
1731,15,1449
1732,15,3549
1733,15,299
1734,15,8931
1735,15,10577
1736,15,7603
1737,15,10213
1738,15,6010
1739,15,15879
1740,15,7197
1741,15,14570
1742,16,8890
1743,16,9492
1744,16,2288
1745,16,6400
1746,16,5626
1747,16,7785
1748,16,10319
1749,16,8550
1750,16,10771
1751,16,1341
1752,16,949
1753,16,12347
1754,16,13578
1755,16,3393
1756,16,10259
1757,16,73
1758,16,3678
1759,16,13812
1760,16,4325
1761,16,15223
1762,16,7074
1763,16,152
1764,16,11680
1765,16,1595
1766,16,3515
1767,16,7429
1768,16,4819
1769,16,6078
1770,16,14957
1771,16,10068
1772,16,9521
1773,16,11032
1774,16,1444
1775,16,13566
1776,16,2637
1777,16,11861
1778,16,11315
1779,16,11659
1780,16,12946
1781,16,14990
1782,16,2903
1783,17,13462
1784,17,13018
1785,17,7787
1786,17,9922
1787,17,12423
1788,17,5019
1789,17,15777
1790,17,11351
1791,17,5031
1792,17,2786
1793,17,4955
1794,17,6224
1795,17,5538
1796,17,2331
1797,17,2469
1798,17,15127
1799,17,3626
1800,17,10368
1801,17,16346
1802,17,7486
1803,17,8583
1804,17,2767
1805,17,4314
1806,17,1328
1807,17,9066
1808,17,11098
1809,17,13408
1810,17,8212
1811,17,3229
1812,17,15769
1813,17,5006
1814,17,13748
1815,17,15818
1816,17,8356
1817,17,14961
1818,17,13198
1819,17,4931
1820,17,8042
1821,17,8349
1822,17,8814
1823,17,10513
1824,17,796
1825,17,10401
1826,17,10416
1827,17,9874
1828,17,10962
1829,17,6490
1830,17,15109
1831,17,4387
1832,17,2857
1833,17,14168
1834,17,4871
1835,17,12357
1836,17,4269
1837,17,4255
1838,17,3251
1839,17,5539
1840,17,7818
1841,17,962
1842,17,4248
1843,17,11045
1844,17,12585
1845,17,4521
1846,17,7934
1847,17,10238
1848,17,15452
1849,17,10348
1850,17,13259
1851,17,4933
1852,17,12389
1853,17,1707
1854,17,9944
1855,17,15797
1856,17,11364
1857,17,12548
1858,17,943
1859,17,16172
1860,17,902
1861,17,16099
1862,17,11310
1863,17,12712
1864,17,12394
1865,17,11958
1866,17,942
1867,17,6979
1868,17,9515
1869,17,3839
1870,17,15427
1871,17,732
1872,17,6544
1873,17,7502
1874,17,13897
1875,17,14816
1876,17,1689
1877,17,7690
1878,17,5269
1879,17,5192
1880,17,10071
1881,17,4149
1882,17,9431
1883,17,7845
1884,17,16212
1885,17,7115
